Planet_Name,Planet_Radius,Planet_Mass,Orbital_Period,Semi_Major_Axis,Equilibrium_Temp,Planet_Density,Stellar_Temp,Stellar_Luminosity,Stellar_Metallicity,Habitability_Score_Index,Stellar_Compatibility_Index,Orbital_Stability_Factor,StarType_A,StarType_F,StarType_G,StarType_K,StarType_M,Target_Habitable
TOI-1823 b,7.5406241,67.4,22.411880912500003,0.16746499999999997,423.63,0.86,4927.0,0.34600310808407236,0.243,0.3051813896255873,0.8513486366150869,0.09597312868857896,False,False,False,True,False,1
TOI-1824 b,2.7438269,16.0,22.411880912500003,0.151,528.67,4.24,5165.0,0.4240040452115673,0.124,0.3375395530479543,0.9198872026948478,0.03883453149031352,False,False,False,True,False,1
TOI-1836 b,8.00321222,38.45723725,20.380799,0.1597,966.0,0.41,6380.0,2.8468527213318002,-0.101,0.12191540639800662,0.922623328822894,0.1166199393810149,False,False,False,True,False,1
TOI-1836 c,2.59987579,8.0,1.7727471,0.03089,2007.6,3.0,6237.0,2.8468527213318002,-0.136,0.04538993811843021,0.9542610572992868,0.09377490256456411,False,False,False,True,False,0
TOI-1842 b,12.3485023,89.4,9.5739181,0.1,1199.55,0.26,6039.0,2.8468527213318002,0.332,0.07405901446265943,0.9849760035352019,0.1628034709066216,False,False,False,True,False,0
TOI-1853 b,3.46,73.2,1.2436258,0.0213,1479.0,6.8187500000000005,4985.0,0.36959832980579393,0.11,0.07108656116428605,0.869580626356469,0.07222838992728037,False,False,False,True,False,0
TOI-1855 b,18.49481816,360.09958513,1.36414864,0.02398,1701.0,0.31,5359.0,0.8040073148999792,0.399,0.03490895117334693,0.9617376721695602,0.0046594408822666755,False,False,False,True,False,0
TOI-1898 b,9.39553231,129.0,22.411880912500003,0.16746499999999997,674.54,0.85,6241.0,2.8468527213318002,-0.095,0.1309642289189849,0.9534793077356823,0.09597312868857896,False,False,False,True,False,1
TOI-1899 b,11.09689089,212.94503269,22.411880912500003,0.1525,378.0,0.85,3926.0,0.9412608599916935,0.28,0.1903388695485196,0.4666382770039812,0.02595952694482773,False,False,False,True,False,1
TOI-1937 A b,13.97759893,638.83509807,0.94667944,0.01932,2097.0,1.28,5814.0,1.2019876348698857,0.196,0.027178842851873167,0.999712041468019,0.02692666992124586,False,False,False,True,False,0
TOI-2000 b,2.7,11.0,3.09833,0.04271,1488.0,3.07,5611.0,1.1469909731357617,0.439,0.08228009972902471,0.9938216096789019,0.03405882161368261,False,False,False,True,False,0
TOI-2000 c,8.14,81.7,9.127055,0.0878,1038.0,0.829,5611.0,1.1469909731357617,0.439,0.10827367628068393,0.9938216096789019,0.03494888820032839,False,False,False,True,False,1
TOI-2010 b,11.81426566,408.7273314,22.411880912500003,0.16746499999999997,400.2,1.36,5929.0,1.2990025391923234,0.168,0.17674630405733202,0.9949459261393733,0.09597312868857896,False,True,False,False,False,1
TOI-2015 b,3.309,9.2,3.348237,0.029322,530.9,1.4,3334.0,0.2714344707869742,-0.31,0.1273236315659783,0.2651754608838443,0.5111149010603725,False,False,False,False,True,1
TOI-2019 b,5.33275337,34.4,15.3444,0.128,917.46,1.25,5626.0,2.7589891971621023,0.409,0.12123294777392567,0.9948789353690611,0.07487157023116159,False,False,False,True,False,1
TOI-2025 b,11.89272852,762.4431696,8.8720982,0.0892,1166.0,3.74,5977.0,2.440000975682636,0.15,0.0736519894478221,0.9912383863955458,0.08009837949464498,False,False,False,True,False,0
TOI-2031 A b,14.20177855,254.2627256,5.71548654,0.066,1358.0,0.49,6490.0,2.4600277152807433,-0.24,0.054602487971536884,0.8934595451662067,0.06944383349487351,False,False,False,True,False,0
TOI-2076 c,3.69441587,55.0,21.015327,0.142,543.16,6.0,5192.0,0.41899611872786585,0.02,0.3004209449797762,0.9265287321689695,0.06300633906139835,False,False,False,True,False,1
TOI-2076 d,3.43087751,29.0,22.411880912500003,0.16746499999999997,457.68,4.0,5192.0,0.41899611872786585,0.02,0.3523589296475041,0.9265287321689695,0.09597312868857896,False,False,False,True,False,1
TOI-2088 b,3.6831179,37.0,22.411880912500003,0.16746499999999997,300.33,2.0,5081.0,0.43500074425308805,0.339,0.36998875980268775,0.8976656965436467,0.09597312868857896,False,False,False,True,False,1
TOI-2093 c,2.3,15.8,22.411880912500003,0.16746499999999997,329.0,6.8187500000000005,4426.0,0.2714344707869742,-0.08,0.47321632080197706,0.6661763265597185,0.09597312868857896,False,False,False,True,False,1
TOI-2095 b,1.25,4.1,17.66484,0.101,347.0,1.42,3759.0,0.2714344707869742,-0.24,0.3880081837368333,0.40419493702760895,0.3558391600857779,False,False,False,False,True,1
TOI-2095 c,1.33,7.4,22.411880912500003,0.137,297.0,1.42,3759.0,0.2714344707869742,-0.24,0.47816408586113285,0.40419493702760895,0.16556092934358876,False,False,False,False,True,1
TOI-2107 b,13.57407563,263.79757781,2.4545467,0.03515,1397.0,0.577,5627.0,0.7859953921102107,0.07,0.05282023072252607,0.9949459261393733,0.01661105493688235,False,False,False,True,False,0
TOI-2128 b,2.08874836,4.5,16.34136,0.127,780.53,2.68,5968.0,1.4330125702369627,-0.07,0.1980670165656099,0.992009869928342,0.010010273179211009,False,False,False,True,False,1
TOI-2134 b,2.69,9.13,9.2292005,0.078,666.0,2.607,4580.0,0.2714344707869742,0.12,0.2430104516512108,0.7269233631372192,0.12862936798833122,False,False,False,True,False,1
TOI-2134 c,7.27,41.89,22.411880912500003,0.16746499999999997,306.0,0.599,4580.0,0.2714344707869742,0.12,0.3528272321493805,0.7269233631372192,0.09597312868857896,False,False,False,True,False,1
TOI-2136 b,2.19,6.37,7.851928,0.057,395.0,3.34,3342.0,0.2714344707869742,0.03,0.232152544019775,0.267486013498487,0.3957475527926995,False,False,False,False,True,1
TOI-2141 b,3.147,20.1,18.261608,0.1322,728.0,3.54,5635.0,0.9412608599916935,-0.14,0.21521906690978163,0.9954660871336671,0.03418898755394084,False,False,False,True,False,1
TOI-2152 A b,14.35870428,762.4431696,3.3773512,0.05064,1802.0,1.67,6630.0,2.8468527213318002,0.282,0.04012921960919752,0.8510265094107446,0.1797906416812561,False,True,False,False,False,0
TOI-2154 b,16.28664896,292.40213444,3.8240801,0.0513,1580.0,0.37,6280.0,2.7200068640769457,0.011,0.04101425129985788,0.9455382954115379,0.08973958499748573,False,False,False,True,False,0
TOI-2158 b,10.76062147,260.61929374,8.60077,0.075,1188.0,1.14,5673.0,0.9412608599916935,0.47,0.09238947397705544,0.9975529988004797,0.11846473399915643,False,False,False,True,False,1
TOI-2169 A b,12.50922246,329.58805806,8.2148282,0.0896,1364.0,0.92,6270.0,2.8468527213318002,0.123,0.06621778998911651,0.947629192876223,0.15265313587487758,False,False,False,True,False,0
TOI-2180 b,11.32107051,762.4431696,22.411880912500003,0.16746499999999997,348.0,3.32,5695.0,2.544016946742174,0.253,0.14745279149738844,0.9984702823237644,0.09597312868857896,False,False,True,False,False,1
TOI-2193 A b,19.83989584,298.75870258,2.1225735,0.03319,1763.0,0.06,5966.0,1.7790165979367099,0.027,0.03220032503268803,0.9921765415865171,0.033522484388428725,False,False,False,True,False,0
TOI-2196 b,3.51,26.0,1.1947268,0.02234,1860.0,3.31,5634.0,0.9900109542601704,0.14,0.04933434139820464,0.995402600543315,0.01639184865844654,False,False,True,False,False,0
TOI-220 b,3.03,13.8,10.695264,0.08911,805.0,2.73,5298.0,0.9412608599916935,-0.217,0.16356937617050996,0.9500886338026269,0.08331610975870181,False,False,False,True,False,1
TOI-2207 b,11.1529358,203.41018048,8.001968,0.0854,1259.0,0.8,6101.0,2.8468527213318002,0.181,0.06791045515193253,0.9770824668888863,0.11295326977491264,False,False,False,True,False,0
TOI-2236 b,14.36991326,502.16888306,3.5315902,0.05009,1688.0,0.93,6248.0,2.8468527213318002,0.119,0.040580478831495424,0.9520964951374568,0.12731418201924974,False,False,False,True,False,0
TOI-2295 b,16.47720163,278.09985612,22.411880912500003,0.16746499999999997,747.0,0.34,5730.0,2.0600131847354892,0.316,0.11959977756069531,0.9994881310496332,0.09597312868857896,False,False,False,True,False,1
TOI-2322 b,0.994,2.31,11.30717,0.0924,603.1,6.8187500000000005,4664.0,0.2714344707869742,-0.12,0.3400153469689586,0.7589822492450642,0.08441424444758323,False,False,False,True,False,1
TOI-2322 c,1.874,18.1,20.225528,0.1362,496.8,6.8187500000000005,4664.0,0.2714344707869742,-0.12,0.4027904344308313,0.7589822492450642,0.08405771714030844,False,False,False,True,False,1
TOI-2328 b,9.97599282,50.85254512,17.10197,0.127,842.0,0.29,5525.0,0.6760051429434254,0.09,0.16298009294570812,0.9858764640666321,0.02948675134929555,False,False,False,True,False,1
TOI-2338 b,11.2089807,762.4431696,22.411880912500003,0.158,799.0,1.42,5581.0,0.9699961265109994,0.22,0.16331760165212958,0.9914128597047522,0.02018985819004596,False,False,False,True,False,1
TOI-2345 b,1.504,3.49,1.0528573,0.01705,1478.0,5.64,4687.0,0.2714344707869742,-0.1,0.08239269524951533,0.7675843610459832,0.1939222781434472,False,False,False,True,False,0
TOI-2345 c,2.451,7.27,21.064302,0.1257,544.0,2.71,4687.0,0.2714344707869742,-0.1,0.3534200139105999,0.7675843610459832,0.22381981200561393,False,False,False,True,False,1
TOI-2346 b,16.11851425,394.10722468,3.3312029,0.0473,1689.0,0.52,6480.0,2.8468527213318002,-0.03,0.03767673462266206,0.8962714090406687,0.1034563973571521,False,False,False,True,False,0
TOI-2364 b,8.60849718,71.51139158,4.0197517,0.04871,1091.0,0.61,5306.0,0.5600025440780013,0.344,0.0902024543566607,0.9516979675024321,0.02019292946274399,False,False,False,True,False,0
TOI-2368 b,10.83908434,206.58846455,5.1750073,0.05649,1000.0,0.88,5360.0,0.5309944722259565,0.1,0.09665216328490948,0.9619165720137535,0.04648229507217046,False,False,False,True,False,1
TOI-2373 b,10.42435205,762.4431696,13.33668,0.112,860.0,6.8187500000000005,5651.0,1.1249934658505205,0.3,0.12466308243733205,0.9964221934349111,0.022722451248294837,False,False,False,True,False,1
TOI-2374 b,6.81,56.64,4.31361,0.0471,885.0,0.98,4802.0,0.9412608599916935,0.15,0.08394845638081021,0.8092207304587531,0.12440454261263362,False,False,False,True,False,0
TOI-2379 b,11.72459381,762.4431696,5.4693827,0.05263,624.0,6.21,3707.0,0.9412608599916935,0.501,0.08352699658814698,0.38553618617640123,0.18595965220041993,False,False,False,True,False,0
TOI-238 b,1.559,3.37,1.273099,0.0212,1378.0,1.42,5059.0,0.9412608599916935,-0.114,0.06370186097936009,0.8914729161570787,0.09654468520347115,False,False,False,True,False,0
TOI-238 c,2.18,6.7,8.465651,0.0749,696.0,1.83,5059.0,0.3381971940282224,-0.114,0.229048975953589,0.8914729161570787,0.10647016066314635,False,False,False,True,False,1
TOI-2382 b,12.25141591,235.19302118,4.6612061,0.059,1426.0,0.68,6033.0,2.39701085077567,0.249,0.05279335239189485,0.9856539001953453,0.10019083122370333,False,False,False,True,False,0
TOI-2384 b,11.48920522,624.85064816,2.13570304,0.02793,889.7,2.26,3943.0,0.9412608599916935,0.332,0.05064232855273479,0.47318340263815,0.18871953513844653,False,False,False,True,False,0
TOI-2416 b,9.86390302,762.4431696,8.275479,0.0831,1080.0,5.4,5808.0,1.5739828644662195,0.32,0.08781957024062226,0.9998000199986667,0.04830818740269143,False,False,False,True,False,0
TOI-2420 b,15.02003414,294.62693329,5.842641,0.0684,1571.6,0.477,5599.0,2.8468527213318002,0.07,0.050254552394946445,0.9929050665039783,0.09679140316012112,False,False,False,True,False,0
TOI-2421 b,10.36830715,105.83685953,4.3474032,0.0543,1534.0,0.52,5607.0,2.728977782808041,0.19,0.04933691984258769,0.9935230663475934,0.05276949759205229,False,False,False,True,False,0
TOI-244 b,1.52,2.68,7.397225,0.0559,458.0,4.2,3433.0,0.2714344707869742,-0.39,0.24074428752154645,0.2946386597710665,0.3693001444109733,False,False,False,False,True,1
TOI-2443 b,2.363,4.8,15.66858,0.105,519.0,2.0,4375.0,0.2714344707869742,-0.29,0.32120388839639885,0.6456974540922417,0.20117186667204157,False,False,False,True,False,1
TOI-2447 b,9.60609646,124.90656395,22.411880912500003,0.16746499999999997,414.0,1.42,5730.0,0.9412608599916935,0.18,0.20764944262655227,0.9994881310496332,0.09597312868857896,False,False,False,True,False,1
TOI-2449 b,11.24,222.0,22.411880912500003,0.16746499999999997,400.0,1.42,6021.0,0.9412608599916935,-0.03,0.19929896620082485,0.9869637181013965,0.09597312868857896,False,False,True,False,False,1
TOI-2458 b,2.83,13.31,3.73659,0.0482,1509.4,3.23,6005.0,0.9412608599916935,-0.1,0.09376619367543926,0.9886144230084868,0.029101797727639857,False,True,False,False,False,1
TOI-2485 b,12.1393261,762.4431696,11.23479,0.1093,1134.0,2.36,5599.0,2.8468527213318002,0.07,0.08017412319161334,0.9929050665039783,0.1397847099177847,False,False,False,True,False,0
TOI-2497 b,11.14172682,762.4431696,10.655669,0.1166,1595.0,6.1,7360.0,2.8468527213318002,0.094,0.07824360099943269,0.5734062137653255,0.26987855788657045,False,False,False,True,False,0
TOI-2498 b,6.06,34.62,3.738252,0.0491,1443.0,0.86,5905.0,0.9412608599916935,0.167,0.07839724598303809,0.9964221934349111,0.052614980285851876,False,False,False,True,False,0
TOI-2524 b,11.2089807,203.41018048,7.18585,0.073,1100.0,0.79,5831.0,1.307013279149898,0.06,0.08204103292844125,0.9993759725639371,0.002187098551448308,False,False,False,True,False,0
TOI-2529 b,11.54525012,743.71847238,22.411880912500003,0.16746499999999997,636.0,1.42,5802.0,2.8468527213318002,0.1,0.12469740949026091,0.9998720081916505,0.09597312868857896,False,False,False,True,False,1
TOI-2537 b,11.25381662,415.40172795,22.411880912500003,0.16746499999999997,338.0,1.6,4870.0,0.3010024288370056,0.08,0.29472279055453926,0.8325897773991572,0.09597312868857896,False,False,False,True,False,1
TOI-2567 b,10.92875618,63.88350981,5.983944,0.0672,1352.0,0.269,5611.0,2.5399782631954992,0.241,0.059350655162250326,0.9938216096789019,0.05312696080582298,False,False,False,True,False,0
TOI-257 b,7.16253867,43.86032017,18.38818,0.1528,1027.0,0.65,6095.0,2.8468527213318002,0.175,0.12041893843390629,0.9779165997733791,0.14842341935594805,False,False,False,True,False,1
TOI-2570 b,13.64132951,260.61929374,2.9887615,0.04145,1431.0,0.563,5771.0,1.1990022553024329,0.191,0.05079588599878574,0.9999891111703948,0.02638931902078275,False,False,False,True,False,0
TOI-2580 b,17.37392009,200.23189641,3.39775,0.048,2410.0,0.22,6120.0,2.8468527213318002,0.26,0.03350150994582749,0.974342884320645,0.1054408511582812,False,True,False,False,False,0
TOI-2583 A b,14.4595851,79.45710175,4.5207265,0.0571,1456.0,0.144,5936.0,2.445006398526655,0.158,0.04846499943959578,0.9944678037155036,0.08417310016302366,False,False,False,True,False,0
TOI-2587 A b,12.07207221,69.28659273,5.45664,0.0635,1445.0,0.216,5760.0,2.8468527213318002,0.13,0.052400840911799716,0.9999280025919378,0.05940233735379703,False,False,False,True,False,0
TOI-2589 b,12.10569916,762.4431696,22.411880912500003,0.16746499999999997,592.0,1.42,5579.0,0.9900109542601704,0.12,0.17655381629775854,0.9912383863955458,0.09597312868857896,False,False,False,True,False,1
TOI-260 b,1.71,4.23,13.475853,0.0943,493.0,4.66,4026.0,0.2714344707869742,-0.41874999999999996,0.3256536756538734,0.505548146376381,0.21019833500596877,False,False,False,True,False,1
TOI-2641 b,18.10250383,122.6817651,4.880974,0.0607,1387.0,0.092,6100.0,2.189979250353058,-0.15,0.04945772287826481,0.9772225254130948,0.09724591678168187,False,True,False,False,False,0
TOI-269 b,2.77,8.8,3.6977104,0.0345,531.0,2.28,3514.0,0.9412608599916935,-0.29,0.09806942187485299,0.32012505727257395,0.39099549993375704,False,False,False,False,True,1
TOI-270 b,1.28,1.48,3.35992,0.054235,600.0,3.89,3506.0,0.9412608599916935,0.07,0.15249608247350008,0.3175539494503061,0.27297321965309596,False,False,False,True,False,1
TOI-270 c,2.33,6.2,5.66051,0.054235,489.0,2.7,3506.0,0.9412608599916935,0.07,0.14052476700934693,0.3175539494503061,0.17678235526647404,False,False,False,True,False,1
TOI-270 d,2.0,4.2,11.38194,0.054235,383.0,2.9,3506.0,0.9412608599916935,0.07,0.1527894495843008,0.3175539494503061,0.7821463403811829,False,False,False,True,False,1
TOI-2714 b,13.72,228.0,2.499387,0.036,1603.0,0.49,5665.0,1.4460056836707478,0.3,0.042016633086089196,0.9971664665000417,0.0015459860219668843,False,False,False,True,False,0
TOI-2796 b,17.26183028,139.84449908,4.8084983,0.0569,1205.0,0.15,5764.0,1.1360043646919784,0.239,0.06216418144488831,0.9999564453929739,0.026350821132372384,False,False,False,True,False,0
TOI-2803 A b,18.11371281,309.88269682,1.96229325,0.03185,1893.0,0.287,6280.0,2.1700013298554137,-0.105,0.02956798892513931,0.9455382954115379,0.047427106347246825,False,False,False,True,False,0
TOI-2818 b,15.27784069,225.65816897,4.039709,0.0493,1376.0,0.34,5721.0,1.4599903995290213,-0.02,0.052100759700471455,0.9992782605792835,0.00890539857930604,False,False,False,True,False,0
TOI-283 b,2.34,6.54,17.61745,0.123,661.0,2.81,5213.0,0.46000229666506814,-0.09,0.28499116091980775,0.931518816538117,0.0969436231600235,False,False,False,True,False,1
TOI-2842 b,12.84549188,117.59651059,3.5514058,0.0475,1471.0,0.304,5910.0,1.7599891885836043,0.233,0.0494850205999745,0.996135486526273,0.05392461625176396,False,False,False,True,False,0
TOI-286 b,1.42,4.53,4.5117244,0.0503,979.0,6.8187500000000005,5152.0,0.3857980249576848,-0.05,0.16982412135806052,0.9166005053689772,0.07823850502773132,False,False,False,True,False,1
TOI-286 c,1.88,3.72,22.411880912500003,0.16746499999999997,475.0,3.09,5152.0,0.3857980249576848,-0.05,0.4141880996683158,0.9166005053689772,0.09597312868857896,False,False,False,True,False,1
TOI-2876 b,9.6397234,54.03082919,6.2996431,0.0654,929.0,0.33,5271.0,0.5290052717796108,0.353,0.11259527435858506,0.9444788359194438,0.02662588050617261,False,False,False,True,False,1
TOI-2886 b,18.6405349,444.9597698,1.60200105,0.02871,1978.0,0.377,6240.0,2.1000034102666136,0.284,0.027295466733061602,0.9536753208495967,0.08592092458265148,False,False,False,True,False,0
TOI-2969 b,12.32987877,368.68095212,1.8237146,0.0261,1186.0,1.1,4738.0,0.2714344707869742,0.08,0.06649268994509198,0.7863482208771538,0.14012721553978608,False,False,False,True,False,0
TOI-2977 b,13.15934334,533.95172376,2.3505614,0.03386,1544.0,1.28,5691.0,1.0890053165575284,0.013,0.045386464285299875,0.9983194137692356,0.027417984560742157,False,False,False,True,False,0
TOI-2981 b,13.4,638.0,3.601501,0.048,1358.0,1.46,5940.0,1.3059904464196455,-0.11,0.05553307864360112,0.9941849731002634,0.05540243376449455,False,False,False,True,False,0
TOI-2986 b,9.292245,96.61983573,3.2783662,0.04489,1622.0,0.66,5906.0,2.332007806985784,0.095,0.04660681820632043,0.9963657311103974,0.04973146157948622,False,False,False,True,False,0
TOI-2989 b,12.55405838,762.4431696,3.122832,0.0384,1001.0,2.7,4672.0,0.2714344707869742,-0.04,0.08933723912618985,0.7619836179939291,0.1092209828117613,False,False,False,True,False,0
TOI-2992 b,13.75341932,762.4431696,3.007812,0.0434,1726.0,2.23,6000.0,2.7899729974082654,0.084,0.037406666837938925,0.9891077548081656,0.0800713095270758,False,False,False,True,False,0
TOI-3023 b,16.43236571,197.05361234,3.9014971,0.0505,1596.0,0.245,5760.0,2.7799693006031814,0.085,0.04006698176591523,0.9999280025919378,0.0521614478659426,False,False,False,True,False,0
TOI-3071 b,7.16,68.2,1.266938,0.0249,2155.0,1.02,6177.0,0.9412608599916935,0.35,0.0423958813847476,0.965240486386312,0.10085145190077717,False,False,False,True,False,0
TOI-3135 b,13.65253849,327.36325921,3.7065585,0.04756,1292.0,0.7,5890.0,1.050001694650035,0.071,0.059816508830464216,0.9972163260698456,0.01878577688135529,False,False,False,True,False,0
TOI-3160 A b,13.7646283,378.21580433,3.971281,0.0505,1539.0,0.79,6190.0,2.3900115514847267,-0.114,0.04499217901129242,0.9629816822724209,0.03689425079541204,False,False,False,True,False,0
TOI-3235 b,11.39953337,211.35589065,2.59261842,0.02709,604.0,0.78,3388.8,0.2714344707869742,0.264,0.08254564370267828,0.2812515202907204,0.39109132099271615,False,False,False,False,True,0
TOI-3261 b,3.82,30.3,0.8831331,0.01714,1722.0,3.0,5068.0,0.4300015291512701,0.138,0.054616398830914764,0.8940243900709406,0.05474326319154182,False,False,False,True,False,0
TOI-3288 b,11.2089807,670.61793877,1.4338635,0.0215,1059.0,2.6,3933.0,0.2714344707869742,0.27,0.062031903908437144,0.46932959319910966,0.17618632182001198,False,False,False,True,False,0
TOI-329 b,4.94057819,40.4,5.70439,0.0638,1213.02,1.84,5614.0,2.1139757447041982,0.205,0.07919417322354881,0.9940409371790152,0.027116307235838605,False,False,False,True,False,0
TOI-332 b,3.2,57.2,0.777038,0.0159,1871.0,6.8187500000000005,5251.0,0.9412608599916935,0.256,0.04091545577053482,0.9401483889839362,0.04172634898620492,False,False,False,True,False,0
TOI-3321 b,15.55806521,176.07693748,3.6525145,0.047,1616.0,0.255,5850.0,2.5399782631954992,-0.103,0.039902199484375685,0.9988486632972694,0.01613179707801595,False,False,False,True,False,0
TOI-333 b,4.26,20.1,3.7852503,0.049,1445.0,1.42,6241.0,0.9412608599916935,0.01,0.08632795160608744,0.9534793077356823,0.03923036679953272,False,False,False,True,False,0
TOI-3331 A b,12.97999965,721.47048389,2.0180231,0.03144,1488.0,1.82,5609.0,0.8069934318550629,0.148,0.04843709968154434,0.99367321006597,0.00753127494367029,False,False,False,True,False,0
TOI-3364 b,12.22899794,530.77343969,5.8768918,0.0675,1264.0,1.6,5706.0,1.9300119587775195,0.387,0.06417917505885527,0.9988486632972694,0.0745319165949113,False,False,False,True,False,0
TOI-3464 b,13.7646283,397.28550875,3.6515568,0.0515,1693.0,0.83,6370.0,2.8468527213318002,0.045,0.041859563393339856,0.9250746066458301,0.13449036535000983,False,False,False,True,False,0
TOI-3474 b,14.67255574,193.87532827,3.8795105,0.0502,1451.0,0.337,6020.0,1.8599873905218927,0.146,0.04854839233527396,0.9870700965901964,0.04932463756662721,False,False,False,True,False,0
TOI-3486 b,10.5700688,99.16246298,2.21778105,0.03138,1190.0,0.46,4930.0,0.3290031075247057,0.283,0.07383118850828338,0.8523134771557002,0.07448847321988808,False,False,False,True,False,0
TOI-3493 b,3.22,8.97,8.1594667,0.054235,1102.0,1.47,5844.0,0.9412608599916935,0.03,0.10697087319572249,0.9990324683608633,0.49345967772146504,False,False,True,False,False,1
TOI-3523 A b,15.9727975,435.42491759,2.30458952,0.03559,1984.0,0.587,6450.0,2.8468527213318002,-0.366,0.029848352342023314,0.9045189713147219,0.05273174884451133,False,False,False,True,False,0
TOI-3540 A b,23.53885947,375.03752026,3.119999,0.04289,1498.0,0.065,5810.0,1.5489949432803847,0.176,0.039662158266130294,0.9997724703332461,0.03349807812401287,False,False,False,True,False,0
TOI-3568 b,5.3,26.4,4.417965,0.0485,899.0,0.98,4969.0,2.137962089502232,-0.01,0.06970979997063646,0.8646415748810573,0.10720695921353281,False,False,False,True,False,0
TOI-3593 b,11.02963701,565.73456446,3.8212867,0.0481,1170.0,2.31,5550.0,0.7220046589614492,0.384,0.07487555790817547,0.9885144681590741,0.007131812689814708,False,False,False,True,False,0
TOI-3629 b,8.29464572,82.63538582,3.936551,0.043,690.0,0.8,3870.0,0.9412608599916935,0.4,0.0792209271227473,0.4453067092317828,0.16294047674812762,False,False,False,False,True,0
TOI-3682 b,12.80065596,69.28659273,3.3462406,0.048,1657.0,0.181,5703.0,2.8468527213318002,0.416,0.04110290583266634,0.9987507809245809,0.11855547719704558,False,False,False,True,False,0
TOI-3688 A b,13.08088048,311.47183886,3.246075,0.0456,1534.0,0.76,5950.0,1.9199945679542882,0.262,0.04597878495767736,0.9934473406976726,0.07845012320502039,False,False,False,True,False,0
TOI-3693 b,12.59889431,324.18497514,9.088516,0.0813,801.0,0.89,5321.0,0.45300187543224035,0.071,0.13079825950978866,0.954649626668701,0.06142728402574335,False,False,False,True,False,1
TOI-3714 b,11.32107051,222.4798849,2.154849,0.027,750.0,0.85,3660.0,0.9412608599916935,0.1,0.051876533731389625,0.3690319696782797,0.23834142006128972,False,False,False,False,True,0
TOI-3757 b,12.0,85.3,3.438753,0.03845,759.0,0.27,3913.0,0.2714344707869742,0.0,0.09717421895308835,0.4616543219296449,0.19023106467542314,False,False,False,False,True,1
TOI-3785 b,5.14,14.95,4.6747373,0.043,582.0,0.61,3576.0,0.2714344707869742,0.099,0.142927964409506,0.3404414912575785,0.31114351630244796,False,False,False,False,True,1
TOI-3807 b,18.49481816,330.54154328,2.8989727,0.0421,1646.0,0.289,5772.0,2.1500076242905624,0.278,0.036929432290283934,0.999992000032,0.07248009612906339,False,False,False,True,False,0
TOI-3819 b,13.13692538,352.78953177,3.2443141,0.04611,1633.0,0.85,5859.0,2.509978491834979,0.273,0.04157053080753503,0.9985430623656276,0.09325761592169203,False,False,False,True,False,0
TOI-3837 b,10.87271128,187.51876013,11.88865,0.099,1178.0,0.82,5905.0,1.57101380014892,-0.26,0.09362906273543843,0.9964221934349111,0.038141419740931715,False,False,False,True,False,1
TOI-3856 b,13.59649359,171.62733978,2.04360352,0.0325,1544.0,0.371,5622.0,1.002005256874758,0.454,0.04494893301067532,0.9946065969067884,0.0388516891680607,False,False,False,True,False,0
TOI-3877 b,11.67975789,99.7981198,4.123596,0.0529,1445.0,0.342,5731.0,2.030018519859684,0.269,0.05246225966174057,0.999509231577349,0.06452507212976163,False,False,False,True,False,0
TOI-3884 b,6.43,32.59,4.5445828,0.0361,441.0,0.67,3334.0,0.9412608599916935,0.04,0.08380451924146479,0.2651754608838443,0.5109476922633831,False,False,False,True,False,0
TOI-3894 b,15.27784069,260.61929374,4.33454,0.05354,1531.0,0.4,6000.0,2.623976855054821,0.021,0.04395844111568431,0.9891077548081656,0.03707724765574417,False,False,False,True,False,0
TOI-3912 b,14.28024141,129.03833324,3.4936264,0.0463,1512.0,0.243,5725.0,1.8759877579669373,0.187,0.04573401764243746,0.9993759725639371,0.035003078070378876,False,False,False,True,False,0
TOI-3919 b,12.31866979,762.4431696,7.433234,0.0795,1198.0,3.63,6100.0,2.1680036048974176,0.175,0.069688393019205,0.9772225254130948,0.08374236900862604,False,False,False,True,False,0
TOI-3976 A b,12.27383387,55.61997123,6.607662,0.0743,1295.0,0.165,5975.0,2.5879745429116703,0.182,0.061573233539120295,0.9914128597047522,0.09778380115311039,False,False,False,True,False,0
TOI-3980 b,14.4595851,187.51876013,3.6089254,0.0494,1621.0,0.25,5840.0,2.7700014729444518,0.188,0.04096528484206164,0.9991461425217154,0.0907672983712936,False,False,False,True,False,0
TOI-3984 A b,7.9,44.0,4.353326,0.041,563.0,0.49,3476.0,0.9412608599916935,0.18,0.08156449927121077,0.3080168194520862,0.3109007805937766,False,False,False,False,True,0
TOI-4010 b,3.02,11.0,1.348335,0.0229,1441.0,2.2,4960.0,0.9412608599916935,0.37,0.05697300623333141,0.8618326038707972,0.05092560651287674,False,False,False,True,False,0
TOI-4010 c,5.93,20.31,5.414654,0.058,907.0,0.5,4960.0,0.9412608599916935,0.37,0.09970161447651507,0.8618326038707972,0.05142848546907371,False,False,False,True,False,1
TOI-4010 d,6.18,38.15,14.70886,0.113,650.0,0.9,4960.0,0.9412608599916935,0.37,0.16605854262585434,0.8618326038707972,0.050709080505588984,False,False,False,True,False,1
TOI-406 c,1.32,2.08,3.307441,0.0322,584.0,4.9,3392.0,0.2714344707869742,-0.02,0.16309050532425254,0.2822081888124952,0.38268333276064154,False,False,False,False,True,1
